dep,week,pop,P,cl_age90
5,2020-S25,11715,0,29
5,2020-S25,16000,0,39
5,2020-S25,17800,0,49
5,2020-S25,20029,0,59
5,2020-S25,20216,0,69
5,2020-S25,14617,0,79
5,2020-S25,8430,0,89
5,2020-S25,2669,0,90
5,2020-S25,141756,0,0
5,2020-S26,14582,0,9
5,2020-S26,15698,0,19
5,2020-S26,11715,0,29
5,2020-S26,16000,0,39
5,2020-S26,17800,0,49
5,2020-S26,20029,0,59
5,2020-S26,20216,0,69
5,2020-S26,14617,0,79
5,2020-S26,8430,0,89
5,2020-S26,2669,0,90
5,2020-S26,141756,0,0
5,2020-S27,14582,0,9
5,2020-S27,15698,0,19
5,2020-S27,11715,1,29
5,2020-S27,16000,0,39
5,2020-S27,17800,0,49
5,2020-S27,20029,0,59
5,2020-S27,20216,0,69
5,2020-S27,14617,0,79
5,2020-S27,8430,0,89
5,2020-S27,2669,0,90
5,2020-S27,141756,1,0
5,2020-S28,14582,0,9
5,2020-S28,15698,0,19
5,2020-S28,11715,0,29
5,2020-S28,16000,0,39
5,2020-S28,17800,0,49
5,2020-S28,20029,0,59
5,2020-S28,20216,0,69
5,2020-S28,14617,0,79
5,2020-S28,8430,0,89
5,2020-S28,2669,0,90
5,2020-S28,141756,0,0
5,2020-S29,14582,0,9
5,2020-S29,15698,0,19
5,2020-S29,11715,0,29
5,2020-S29,16000,0,39
5,2020-S29,17800,1,49
5,2020-S29,20029,0,59
5,2020-S29,20216,0,69
5,2020-S29,14617,0,79
5,2020-S29,8430,0,89
5,2020-S29,2669,0,90
5,2020-S29,141756,1,0
5,2020-S30,14582,0,9
5,2020-S30,15698,0,19
5,2020-S30,11715,0,29
5,2020-S30,16000,0,39
5,2020-S30,17800,0,49
5,2020-S30,20029,1,59
5,2020-S30,20216,0,69
5,2020-S30,14617,0,79
5,2020-S30,8430,0,89
5,2020-S30,2669,0,90
5,2020-S30,141756,1,0
5,2020-S31,14582,0,9
5,2020-S31,15698,0,19
5,2020-S31,11715,0,29
5,2020-S31,16000,0,39
5,2020-S31,17800,0,49
5,2020-S31,20029,1,59
5,2020-S31,20216,0,69
5,2020-S31,14617,0,79
5,2020-S31,8430,0,89
5,2020-S31,2669,0,90
5,2020-S31,141756,1,0
5,2020-S32,14582,1,9
5,2020-S32,15698,0,19
5,2020-S32,11715,5,29
5,2020-S32,16000,2,39
5,2020-S32,17800,3,49
5,2020-S32,20029,2,59
5,2020-S32,20216,0,69
5,2020-S32,14617,0,79
5,2020-S32,8430,2,89
5,2020-S32,2669,0,90
5,2020-S32,141756,15,0
5,2020-S33,14582,2,9
5,2020-S33,15698,1,19
5,2020-S33,11715,4,29
5,2020-S33,16000,5,39
5,2020-S33,17800,3,49
5,2020-S33,20029,3,59
5,2020-S33,20216,3,69
5,2020-S33,14617,0,79
5,2020-S33,8430,0,89
5,2020-S33,2669,0,90
5,2020-S33,141756,21,0
5,2020-S34,14582,0,9
5,2020-S34,15698,3,19
5,2020-S34,11715,1,29
5,2020-S34,16000,5,39
5,2020-S34,17800,4,49
5,2020-S34,20029,3,59
5,2020-S34,20216,0,69
5,2020-S34,14617,2,79
5,2020-S34,8430,1,89
5,2020-S34,2669,4,90
5,2020-S34,141756,23,0
5,2020-S35,14582,0,9
5,2020-S35,15698,4,19
5,2020-S35,11715,4,29
5,2020-S35,16000,7,39
5,2020-S35,17800,8,49
5,2020-S35,20029,9,59
5,2020-S35,20216,5,69
5,2020-S35,14617,0,79
5,2020-S35,8430,6,89
5,2020-S35,2669,0,90
5,2020-S35,141756,43,0
5,2020-S36,14582,0,9
5,2020-S36,15698,5,19
5,2020-S36,11715,7,29
5,2020-S36,16000,2,39
5,2020-S36,17800,4,49
5,2020-S36,20029,10,59
5,2020-S36,20216,10,69
5,2020-S36,14617,2,79
5,2020-S36,8430,2,89
5,2020-S36,2669,0,90
5,2020-S36,141756,42,0
5,2020-S37,14582,2,9
5,2020-S37,15698,11,19
5,2020-S37,11715,7,29
5,2020-S37,16000,9,39
5,2020-S37,17800,10,49
5,2020-S37,20029,14,59
5,2020-S37,20216,5,69
5,2020-S37,14617,4,79
5,2020-S37,8430,6,89
5,2020-S37,2669,1,90
5,2020-S37,141756,69,0
5,2020-S38,14582,1,9
5,2020-S38,15698,14,19
5,2020-S38,11715,13,29
5,2020-S38,16000,4,39
5,2020-S38,17800,5,49
5,2020-S38,20029,18,59
5,2020-S38,20216,6,69
5,2020-S38,14617,6,79
5,2020-S38,8430,2,89
5,2020-S38,2669,1,90
5,2020-S38,141756,70,0
5,2020-S39,14582,0,9
5,2020-S39,15698,7,19
5,2020-S39,11715,14,29
5,2020-S39,16000,11,39
5,2020-S39,17800,10,49
5,2020-S39,20029,12,59
5,2020-S39,20216,13,69
5,2020-S39,14617,5,79
5,2020-S39,8430,2,89
5,2020-S39,2669,1,90
5,2020-S39,141756,75,0
5,2020-S40,14582,1,9
5,2020-S40,15698,37,19
5,2020-S40,11715,16,29
5,2020-S40,16000,7,39
5,2020-S40,17800,23,49
5,2020-S40,20029,14,59
5,2020-S40,20216,11,69
5,2020-S40,14617,7,79
5,2020-S40,8430,4,89
5,2020-S40,2669,6,90
5,2020-S40,141756,126,0
6,2020-S21,110588,5,9
6,2020-S21,116274,2,19
6,2020-S21,105817,4,29
6,2020-S21,126997,6,39
6,2020-S21,136067,14,49
6,2020-S21,146182,10,59
6,2020-S21,133883,7,69
6,2020-S21,114019,7,79
6,2020-S21,68397,7,89
6,2020-S21,21172,13,90
6,2020-S21,1079396,75,0
6,2020-S22,110588,1,9
6,2020-S22,116274,3,19
6,2020-S22,105817,3,29
6,2020-S22,126997,4,39
6,2020-S22,136067,9,49
6,2020-S22,146182,6,59
6,2020-S22,133883,7,69
6,2020-S22,114019,4,79
6,2020-S22,68397,4,89
6,2020-S22,21172,6,90
6,2020-S22,1079396,47,0
6,2020-S23,110588,2,9
6,2020-S23,116274,0,19
6,2020-S23,105817,1,29
6,2020-S23,126997,7,39
6,2020-S23,136067,4,49
6,2020-S23,146182,3,59
6,2020-S23,133883,7,69
6,2020-S23,114019,9,79
6,2020-S23,68397,5,89
6,2020-S23,21172,7,90
6,2020-S23,1079396,45,0
6,2020-S24,110588,1,9
6,2020-S24,116274,1,19
6,2020-S24,105817,4,29
6,2020-S24,126997,1,39
6,2020-S24,136067,3,49
6,2020-S24,146182,3,59
6,2020-S24,133883,2,69
6,2020-S24,114019,2,79
6,2020-S24,68397,2,89
6,2020-S24,21172,3,90
6,2020-S24,1079396,22,0
6,2020-S25,110588,0,9
6,2020-S25,116274,0,19
6,2020-S25,105817,3,29
6,2020-S25,126997,1,39
6,2020-S25,136067,1,49
6,2020-S25,146182,1,59
6,2020-S25,133883,0,69
6,2020-S25,114019,2,79
6,2020-S25,68397,0,89
6,2020-S25,21172,1,90
6,2020-S25,1079396,9,0
6,2020-S26,110588,1,9
6,2020-S26,116274,2,19
6,2020-S26,105817,2,29
6,2020-S26,126997,4,39
6,2020-S26,136067,1,49
6,2020-S26,146182,2,59
6,2020-S26,133883,0,69
6,2020-S26,114019,0,79
6,2020-S26,68397,1,89
6,2020-S26,21172,0,90
6,2020-S26,1079396,13,0
6,2020-S27,110588,1,9
6,2020-S27,116274,3,19
6,2020-S27,105817,3,29
6,2020-S27,126997,0,39
6,2020-S27,136067,0,49
6,2020-S27,146182,3,59
6,2020-S27,133883,2,69
6,2020-S27,114019,0,79
6,2020-S27,68397,2,89
6,2020-S27,21172,1,90
6,2020-S27,1079396,15,0
6,2020-S28,110588,0,9
6,2020-S28,116274,3,19
6,2020-S28,105817,4,29
6,2020-S28,126997,4,39
6,2020-S28,136067,2,49
6,2020-S28,146182,2,59
6,2020-S28,133883,2,69
6,2020-S28,114019,4,79
6,2020-S28,68397,1,89
6,2020-S28,21172,2,90
6,2020-S28,1079396,24,0
6,2020-S29,110588,1,9
6,2020-S29,116274,2,19
6,2020-S29,105817,2,29
6,2020-S29,126997,8,39
6,2020-S29,136067,12,49
6,2020-S29,146182,3,59
6,2020-S29,133883,7,69
6,2020-S29,114019,6,79
6,2020-S29,68397,4,89
6,2020-S29,21172,0,90
6,2020-S29,1079396,45,0
6,2020-S30,110588,1,9
6,2020-S30,116274,5,19
6,2020-S30,105817,29,29
6,2020-S30,126997,21,39
6,2020-S30,136067,12,49
6,2020-S30,146182,21,59
6,2020-S30,133883,15,69
6,2020-S30,114019,9,79
6,2020-S30,68397,8,89
6,2020-S30,21172,2,90
6,2020-S30,1079396,123,0
6,2020-S31,110588,7,9
6,2020-S31,116274,19,19
6,2020-S31,105817,41,29
6,2020-S31,126997,34,39
6,2020-S31,136067,25,49
6,2020-S31,146182,24,59
6,2020-S31,133883,15,69
6,2020-S31,114019,13,79
6,2020-S31,68397,8,89
6,2020-S31,21172,5,90
6,2020-S31,1079396,191,0
6,2020-S32,110588,8,9
6,2020-S32,116274,35,19
6,2020-S32,105817,90,29
6,2020-S32,126997,61,39
6,2020-S32,136067,59,49
6,2020-S32,146182,30,59
6,2020-S32,133883,24,69
6,2020-S32,114019,21,79
6,2020-S32,68397,15,89
6,2020-S32,21172,5,90
6,2020-S32,1079396,348,0
6,2020-S33,110588,5,9
6,2020-S33,116274,44,19
6,2020-S33,105817,195,29
6,2020-S33,126997,122,39
6,2020-S33,136067,78,49
6,2020-S33,146182,65,59
6,2020-S33,133883,38,69
6,2020-S33,114019,21,79
6,2020-S33,68397,12,89
6,2020-S33,21172,12,90
6,2020-S33,1079396,592,0
6,2020-S34,110588,13,9
6,2020-S34,116274,78,19
6,2020-S34,105817,408,29
6,2020-S34,126997,226,39
6,2020-S34,136067,159,49
6,2020-S34,146182,117,59
6,2020-S34,133883,76,69
6,2020-S34,114019,39,79
6,2020-S34,68397,29,89
6,2020-S34,21172,8,90
6,2020-S34,1079396,1153,0
6,2020-S35,110588,24,9
6,2020-S35,116274,123,19
6,2020-S35,105817,464,29
6,2020-S35,126997,268,39
6,2020-S35,136067,183,49
6,2020-S35,146182,164,59
6,2020-S35,133883,72,69
6,2020-S35,114019,53,79
6,2020-S35,68397,30,89
6,2020-S35,21172,18,90
6,2020-S35,1079396,1399,0
6,2020-S36,110588,41,9
6,2020-S36,116274,134,19
6,2020-S36,105817,377,29
6,2020-S36,126997,273,39
6,2020-S36,136067,211,49
6,2020-S36,146182,172,59
6,2020-S36,133883,104,69
6,2020-S36,114019,60,79
6,2020-S36,68397,67,89
6,2020-S36,21172,38,90
6,2020-S36,1079396,1478,0
6,2020-S37,110588,66,9
6,2020-S37,116274,181,19
6,2020-S37,105817,364,29
6,2020-S37,126997,258,39
6,2020-S37,136067,234,49
6,2020-S37,146182,234,59
6,2020-S37,133883,162,69
6,2020-S37,114019,81,79
6,2020-S37,68397,55,89
6,2020-S37,21172,43,90
6,2020-S37,1079396,1678,0
6,2020-S38,110588,47,9
6,2020-S38,116274,191,19
6,2020-S38,105817,295,29
6,2020-S38,126997,244,39
6,2020-S38,136067,197,49
6,2020-S38,146182,184,59
6,2020-S38,133883,124,69
6,2020-S38,114019,86,79
6,2020-S38,68397,52,89
6,2020-S38,21172,23,90
6,2020-S38,1079396,1444,0
6,2020-S39,110588,30,9
6,2020-S39,116274,106,19
6,2020-S39,105817,193,29
6,2020-S39,126997,157,39
6,2020-S39,136067,147,49
6,2020-S39,146182,150,59
6,2020-S39,133883,84,69
6,2020-S39,114019,51,79
6,2020-S39,68397,30,89
6,2020-S39,21172,14,90
6,2020-S39,1079396,962,0
6,2020-S40,110588,14,9
6,2020-S40,116274,76,19
6,2020-S40,105817,179,29
6,2020-S40,126997,116,39
6,2020-S40,136067,111,49
6,2020-S40,146182,122,59
6,2020-S40,133883,91,69
6,2020-S40,114019,70,79
6,2020-S40,68397,28,89
6,2020-S40,21172,17,90
6,2020-S40,1079396,824,0
7,2020-S21,33254,0,9
7,2020-S21,37340,0,19
7,2020-S21,26256,0,29
7,2020-S21,34837,0,39
7,2020-S21,41497,1,49
7,2020-S21,46663,0,59
7,2020-S21,47030,0,69
7,2020-S21,35181,2,79
7,2020-S21,19228,0,89
7,2020-S21,5589,4,90
7,2020-S21,326875,7,0
7,2020-S22,33254,0,9
7,2020-S22,37340,2,19
7,2020-S22,26256,0,29
7,2020-S22,34837,4,39
7,2020-S22,41497,1,49
7,2020-S22,46663,0,59
7,2020-S22,47030,0,69
7,2020-S22,35181,5,79
7,2020-S22,19228,5,89
7,2020-S22,5589,1,90
7,2020-S22,326875,19,0
7,2020-S23,33254,0,9
7,2020-S23,37340,0,19
7,2020-S23,26256,3,29
7,2020-S23,34837,1,39
7,2020-S23,41497,1,49
7,2020-S23,46663,2,59
7,2020-S23,47030,1,69
7,2020-S23,35181,2,79
7,2020-S23,19228,0,89
7,2020-S23,5589,1,90
7,2020-S23,326875,12,0
7,2020-S24,33254,1,9
7,2020-S24,37340,5,19
7,2020-S24,26256,1,29
7,2020-S24,34837,3,39
7,2020-S24,41497,2,49
7,2020-S24,46663,4,59
7,2020-S24,47030,0,69
7,2020-S24,35181,3,79
7,2020-S24,19228,5,89
7,2020-S24,5589,2,90
7,2020-S24,326875,26,0
7,2020-S25,33254,2,9
7,2020-S25,37340,3,19
7,2020-S25,26256,4,29
7,2020-S25,34837,3,39
7,2020-S25,41497,6,49
7,2020-S25,46663,3,59
7,2020-S25,47030,2,69
7,2020-S25,35181,1,79
7,2020-S25,19228,2,89
7,2020-S25,5589,1,90
7,2020-S25,326875,27,0
7,2020-S26,33254,0,9
7,2020-S26,37340,1,19
7,2020-S26,26256,2,29
7,2020-S26,34837,2,39
7,2020-S26,41497,1,49
7,2020-S26,46663,1,59
7,2020-S26,47030,0,69
7,2020-S26,35181,1,79
7,2020-S26,19228,0,89
7,2020-S26,5589,0,90
7,2020-S26,326875,8,0
7,2020-S27,33254,0,9
7,2020-S27,37340,1,19
7,2020-S27,26256,0,29
7,2020-S27,34837,1,39
7,2020-S27,41497,0,49
7,2020-S27,46663,0,59
7,2020-S27,47030,1,69
7,2020-S27,35181,0,79
7,2020-S27,19228,0,89
7,2020-S27,5589,0,90
7,2020-S27,326875,4,0
7,2020-S28,33254,0,9
7,2020-S28,37340,1,19
7,2020-S28,26256,1,29
7,2020-S28,34837,3,39
7,2020-S28,41497,3,49
7,2020-S28,46663,1,59
7,2020-S28,47030,6,69
7,2020-S28,35181,2,79
7,2020-S28,19228,4,89
7,2020-S28,5589,0,90
7,2020-S28,326875,21,0
7,2020-S29,33254,0,9
7,2020-S29,37340,4,19
7,2020-S29,26256,2,29
7,2020-S29,34837,1,39
7,2020-S29,41497,1,49
7,2020-S29,46663,3,59
7,2020-S29,47030,1,69
7,2020-S29,35181,0,79
7,2020-S29,19228,1,89
7,2020-S29,5589,0,90
7,2020-S29,326875,13,0
7,2020-S30,33254,3,9
7,2020-S30,37340,2,19
7,2020-S30,26256,1,29
7,2020-S30,34837,2,39
7,2020-S30,41497,1,49
7,2020-S30,46663,2,59
7,2020-S30,47030,0,69
7,2020-S30,35181,0,79
7,2020-S30,19228,0,89
7,2020-S30,5589,0,90
7,2020-S30,326875,11,0
7,2020-S31,33254,0,9
7,2020-S31,37340,0,19
7,2020-S31,26256,2,29
7,2020-S31,34837,1,39
7,2020-S31,41497,4,49
7,2020-S31,46663,3,59
7,2020-S31,47030,1,69
7,2020-S31,35181,0,79
7,2020-S31,19228,1,89
7,2020-S31,5589,1,90
7,2020-S31,326875,13,0
7,2020-S32,33254,1,9
7,2020-S32,37340,2,19
7,2020-S32,26256,1,29
7,2020-S32,34837,1,39
7,2020-S32,41497,2,49
7,2020-S32,46663,2,59
7,2020-S32,47030,0,69
7,2020-S32,35181,2,79
7,2020-S32,19228,2,89
7,2020-S32,5589,1,90
7,2020-S32,326875,14,0
7,2020-S33,33254,0,9
7,2020-S33,37340,6,19
7,2020-S33,26256,6,29
7,2020-S33,34837,4,39
7,2020-S33,41497,5,49
7,2020-S33,46663,4,59
7,2020-S33,47030,2,69
7,2020-S33,35181,2,79
7,2020-S33,19228,3,89
7,2020-S33,5589,0,90
7,2020-S33,326875,32,0
7,2020-S34,33254,1,9
7,2020-S34,37340,5,19
7,2020-S34,26256,15,29
7,2020-S34,34837,3,39
7,2020-S34,41497,4,49
7,2020-S34,46663,11,59
7,2020-S34,47030,5,69
7,2020-S34,35181,2,79
7,2020-S34,19228,1,89
7,2020-S34,5589,0,90
7,2020-S34,326875,47,0
7,2020-S35,33254,1,9
7,2020-S35,37340,10,19
7,2020-S35,26256,26,29
7,2020-S35,34837,9,39
7,2020-S35,41497,9,49
7,2020-S35,46663,8,59
7,2020-S35,47030,3,69
7,2020-S35,35181,3,79
7,2020-S35,19228,5,89
7,2020-S35,5589,2,90
7,2020-S35,326875,77,0
7,2020-S36,33254,5,9
7,2020-S36,37340,9,19
7,2020-S36,26256,22,29
7,2020-S36,34837,15,39
7,2020-S36,41497,12,49
7,2020-S36,46663,20,59
7,2020-S36,47030,8,69
7,2020-S36,35181,5,79
7,2020-S36,19228,3,89
7,2020-S36,5589,0,90
7,2020-S36,326875,99,0
7,2020-S37,33254,6,9
7,2020-S37,37340,12,19
7,2020-S37,26256,26,29
7,2020-S37,34837,12,39
7,2020-S37,41497,12,49
7,2020-S37,46663,9,59
7,2020-S37,47030,10,69
7,2020-S37,35181,11,79
7,2020-S37,19228,5,89
7,2020-S37,5589,2,90
7,2020-S37,326875,105,0
7,2020-S38,33254,4,9
7,2020-S38,37340,19,19
7,2020-S38,26256,20,29
7,2020-S38,34837,13,39
7,2020-S38,41497,21,49
7,2020-S38,46663,13,59
7,2020-S38,47030,15,69
7,2020-S38,35181,7,79
7,2020-S38,19228,4,89
7,2020-S38,5589,2,90
7,2020-S38,326875,118,0
7,2020-S39,33254,3,9
7,2020-S39,37340,17,19
7,2020-S39,26256,26,29
7,2020-S39,34837,13,39
7,2020-S39,41497,11,49
7,2020-S39,46663,17,59
7,2020-S39,47030,11,69
7,2020-S39,35181,4,79
7,2020-S39,19228,4,89
7,2020-S39,5589,1,90
7,2020-S39,326875,107,0
7,2020-S40,33254,4,9
7,2020-S40,37340,41,19
7,2020-S40,26256,35,29
7,2020-S40,34837,28,39
7,2020-S40,41497,33,49
7,2020-S40,46663,30,59
7,2020-S40,47030,10,69
7,2020-S40,35181,9,79
7,2020-S40,19228,1,89
7,2020-S40,5589,1,90
7,2020-S40,326875,192,0
8,2020-S21,28385,0,9
8,2020-S21,31952,0,19
8,2020-S21,25309,4,29
8,2020-S21,30561,0,39
8,2020-S21,32888,2,49
8,2020-S21,37571,4,59
8,2020-S21,36558,0,69
8,2020-S21,24132,0,79
8,2020-S21,14627,3,89
8,2020-S21,3548,2,90
8,2020-S21,265531,15,0
8,2020-S22,28385,0,9
8,2020-S22,31952,0,19
8,2020-S22,25309,0,29
8,2020-S22,30561,1,39
8,2020-S22,32888,1,49
8,2020-S22,37571,3,59
8,2020-S22,36558,0,69
8,2020-S22,24132,0,79
8,2020-S22,14627,2,89
8,2020-S22,3548,0,90
8,2020-S22,265531,7,0
8,2020-S23,28385,0,9
8,2020-S23,31952,0,19
8,2020-S23,25309,0,29
8,2020-S23,30561,0,39
8,2020-S23,32888,0,49
8,2020-S23,37571,1,59
8,2020-S23,36558,1,69
8,2020-S23,24132,1,79
8,2020-S23,14627,1,89
8,2020-S23,3548,3,90
8,2020-S23,265531,7,0
8,2020-S24,28385,1,9
8,2020-S24,31952,0,19
8,2020-S24,25309,1,29
8,2020-S24,30561,1,39
8,2020-S24,32888,1,49
8,2020-S24,37571,0,59
8,2020-S24,36558,2,69
8,2020-S24,24132,1,79
8,2020-S24,14627,0,89
8,2020-S24,3548,1,90
8,2020-S24,265531,8,0
8,2020-S25,28385,0,9
8,2020-S25,31952,0,19
8,2020-S25,25309,2,29
8,2020-S25,30561,9,39
8,2020-S25,32888,4,49
8,2020-S25,37571,2,59
8,2020-S25,36558,0,69
8,2020-S25,24132,1,79
8,2020-S25,14627,2,89
8,2020-S25,3548,0,90
8,2020-S25,265531,20,0
8,2020-S26,28385,0,9
8,2020-S26,31952,0,19
8,2020-S26,25309,0,29
8,2020-S26,30561,2,39
8,2020-S26,32888,2,49
8,2020-S26,37571,1,59
8,2020-S26,36558,0,69
8,2020-S26,24132,0,79
8,2020-S26,14627,2,89
8,2020-S26,3548,0,90
8,2020-S26,265531,7,0
8,2020-S27,28385,1,9
8,2020-S27,31952,0,19
8,2020-S27,25309,0,29
8,2020-S27,30561,0,39
8,2020-S27,32888,0,49
8,2020-S27,37571,1,59
8,2020-S27,36558,1,69
8,2020-S27,24132,3,79
8,2020-S27,14627,0,89
8,2020-S27,3548,0,90
8,2020-S27,265531,6,0
8,2020-S28,28385,0,9
8,2020-S28,31952,0,19
8,2020-S28,25309,0,29
8,2020-S28,30561,1,39
8,2020-S28,32888,0,49
8,2020-S28,37571,0,59
8,2020-S28,36558,0,69
8,2020-S28,24132,0,79
8,2020-S28,14627,0,89
8,2020-S28,3548,0,90
8,2020-S28,265531,1,0
8,2020-S29,28385,0,9
8,2020-S29,31952,0,19
8,2020-S29,25309,0,29
8,2020-S29,30561,0,39
8,2020-S29,32888,0,49
8,2020-S29,37571,1,59
8,2020-S29,36558,0,69
8,2020-S29,24132,0,79
8,2020-S29,14627,2,89
8,2020-S29,3548,0,90
8,2020-S29,265531,3,0
8,2020-S30,28385,0,9
8,2020-S30,31952,0,19
8,2020-S30,25309,1,29
8,2020-S30,30561,2,39
8,2020-S30,32888,0,49
8,2020-S30,37571,0,59
8,2020-S30,36558,1,69
8,2020-S30,24132,1,79
8,2020-S30,14627,1,89
8,2020-S30,3548,0,90
8,2020-S30,265531,6,0
8,2020-S31,28385,0,9
8,2020-S31,31952,0,19
8,2020-S31,25309,1,29
8,2020-S31,30561,0,39
8,2020-S31,32888,0,49
8,2020-S31,37571,2,59
8,2020-S31,36558,2,69
8,2020-S31,24132,0,79
8,2020-S31,14627,0,89
8,2020-S31,3548,1,90
8,2020-S31,265531,6,0
8,2020-S32,28385,1,9
8,2020-S32,31952,0,19
8,2020-S32,25309,0,29
8,2020-S32,30561,4,39
8,2020-S32,32888,0,49
8,2020-S32,37571,3,59
8,2020-S32,36558,0,69
8,2020-S32,24132,0,79
8,2020-S32,14627,0,89
8,2020-S32,3548,0,90
8,2020-S32,265531,8,0
8,2020-S33,28385,0,9
8,2020-S33,31952,1,19
8,2020-S33,25309,4,29
8,2020-S33,30561,2,39
8,2020-S33,32888,3,49
8,2020-S33,37571,2,59
8,2020-S33,36558,0,69
8,2020-S33,24132,0,79
8,2020-S33,14627,1,89
8,2020-S33,3548,1,90
8,2020-S33,265531,14,0
8,2020-S34,28385,0,9
8,2020-S34,31952,3,19
8,2020-S34,25309,3,29
8,2020-S34,30561,2,39
8,2020-S34,32888,9,49
8,2020-S34,37571,1,59
8,2020-S34,36558,1,69
8,2020-S34,24132,0,79
8,2020-S34,14627,0,89
8,2020-S34,3548,0,90
8,2020-S34,265531,19,0
8,2020-S35,28385,0,9
8,2020-S35,31952,5,19
8,2020-S35,25309,14,29
8,2020-S35,30561,5,39
8,2020-S35,32888,4,49
8,2020-S35,37571,3,59
8,2020-S35,36558,1,69
8,2020-S35,24132,1,79
8,2020-S35,14627,0,89
8,2020-S35,3548,0,90
8,2020-S35,265531,33,0
8,2020-S36,28385,0,9
8,2020-S36,31952,7,19
8,2020-S36,25309,20,29
8,2020-S36,30561,10,39
8,2020-S36,32888,9,49
8,2020-S36,37571,14,59
8,2020-S36,36558,5,69
8,2020-S36,24132,1,79
8,2020-S36,14627,3,89
8,2020-S36,3548,0,90
8,2020-S36,265531,69,0
8,2020-S37,28385,2,9
8,2020-S37,31952,6,19
8,2020-S37,25309,10,29
8,2020-S37,30561,13,39
8,2020-S37,32888,7,49
8,2020-S37,37571,13,59
8,2020-S37,36558,5,69
8,2020-S37,24132,5,79
8,2020-S37,14627,3,89
8,2020-S37,3548,6,90
8,2020-S37,265531,70,0
8,2020-S38,28385,1,9
8,2020-S38,31952,24,19
8,2020-S38,25309,16,29
8,2020-S38,30561,22,39
8,2020-S38,32888,11,49
8,2020-S38,37571,8,59
8,2020-S38,36558,5,69
8,2020-S38,24132,8,79
8,2020-S38,14627,5,89
8,2020-S38,3548,4,90
8,2020-S38,265531,105,0
8,2020-S39,28385,1,9
8,2020-S39,31952,14,19
8,2020-S39,25309,21,29
8,2020-S39,30561,9,39
8,2020-S39,32888,13,49
8,2020-S39,37571,12,59
8,2020-S39,36558,7,69
8,2020-S39,24132,3,79
8,2020-S39,14627,7,89
8,2020-S39,3548,3,90
8,2020-S39,265531,90,0
8,2020-S40,28385,1,9
8,2020-S40,31952,23,19
8,2020-S40,25309,25,29
8,2020-S40,30561,14,39
8,2020-S40,32888,22,49
8,2020-S40,37571,10,59
8,2020-S40,36558,12,69
8,2020-S40,24132,5,79
8,2020-S40,14627,8,89
8,2020-S40,3548,1,90
8,2020-S40,265531,121,0
9,2020-S21,14332,0,9
9,2020-S21,16386,0,19
9,2020-S21,12982,0,29
9,2020-S21,15798,0,39
9,2020-S21,18797,0,49
9,2020-S21,21635,0,59
9,2020-S21,22639,0,69
9,2020-S21,16403,0,79
9,2020-S21,10157,0,89
9,2020-S21,3269,0,90
9,2020-S21,152398,0,0
9,2020-S22,14332,0,9
9,2020-S22,16386,0,19
9,2020-S22,12982,0,29
9,2020-S22,15798,0,39
9,2020-S22,18797,0,49
9,2020-S22,21635,0,59
9,2020-S22,22639,0,69
9,2020-S22,16403,0,79
9,2020-S22,10157,0,89
9,2020-S22,3269,0,90
9,2020-S22,152398,0,0
9,2020-S23,14332,0,9
9,2020-S23,16386,0,19
9,2020-S23,12982,0,29
9,2020-S23,15798,0,39
9,2020-S23,18797,0,49
9,2020-S23,21635,0,59
9,2020-S23,22639,0,69
9,2020-S23,16403,0,79
9,2020-S23,10157,0,89
9,2020-S23,3269,0,90
9,2020-S23,152398,0,0
9,2020-S24,14332,0,9
9,2020-S24,16386,0,19
9,2020-S24,12982,0,29
9,2020-S24,15798,0,39
9,2020-S24,18797,0,49
9,2020-S24,21635,0,59
9,2020-S24,22639,0,69
9,2020-S24,16403,0,79
9,2020-S24,10157,0,89
9,2020-S24,3269,0,90
9,2020-S24,152398,0,0
9,2020-S25,14332,0,9
9,2020-S25,16386,0,19
9,2020-S25,12982,0,29
9,2020-S25,15798,0,39
9,2020-S25,18797,0,49
9,2020-S25,21635,0,59
9,2020-S25,22639,0,69
9,2020-S25,16403,0,79
9,2020-S25,10157,0,89
9,2020-S25,3269,0,90
9,2020-S25,152398,0,0
9,2020-S26,14332,0,9
9,2020-S26,16386,0,19
9,2020-S26,12982,0,29
9,2020-S26,15798,0,39
9,2020-S26,18797,0,49
9,2020-S26,21635,0,59
9,2020-S26,22639,0,69
9,2020-S26,16403,0,79
9,2020-S26,10157,1,89
9,2020-S26,3269,0,90
9,2020-S26,152398,1,0
9,2020-S27,14332,0,9
9,2020-S27,16386,0,19
9,2020-S27,12982,0,29
9,2020-S27,15798,0,39
9,2020-S27,18797,0,49
9,2020-S27,21635,0,59
9,2020-S27,22639,0,69
9,2020-S27,16403,0,79
9,2020-S27,10157,0,89
9,2020-S27,3269,0,90
9,2020-S27,152398,0,0
9,2020-S28,14332,0,9
9,2020-S28,16386,0,19
9,2020-S28,12982,1,29
9,2020-S28,15798,0,39
9,2020-S28,18797,1,49
9,2020-S28,21635,0,59
9,2020-S28,22639,0,69
9,2020-S28,16403,0,79
9,2020-S28,10157,0,89
9,2020-S28,3269,0,90
9,2020-S28,152398,2,0
9,2020-S29,14332,0,9
9,2020-S29,16386,0,19
9,2020-S29,12982,0,29
9,2020-S29,15798,0,39
9,2020-S29,18797,0,49
9,2020-S29,21635,0,59
9,2020-S29,22639,0,69
9,2020-S29,16403,0,79
